ID,m00,m10,m01,cx,cy,mu20,mu02,mu11,Circularity,IsCircleLike
642,1.0000,761.0000,106.0000,761.0000,106.0000,0.0000,0.0000,0.0000,0.0000,NO
643,1.0000,504.0000,107.0000,504.0000,107.0000,0.0000,0.0000,0.0000,0.0000,NO
644,1.0000,875.0000,107.0000,875.0000,107.0000,0.0000,0.0000,0.0000,0.0000,NO
645,13.0000,12612.0000,1407.0000,970.1538,108.2308,33.6923,10.3077,-12.4615,0.6113,NO
646,5.0000,5303.0000,537.0000,1060.6000,107.4000,5.2000,1.2000,1.8000,0.6217,NO
647,5.0000,5589.0000,537.0000,1117.8000,107.4000,2.8000,1.2000,-0.6000,0.9947,NO
648,1.0000,503.0000,108.0000,503.0000,108.0000,0.0000,0.0000,0.0000,0.0000,NO
649,1.0000,873.0000,108.0000,873.0000,108.0000,0.0000,0.0000,0.0000,0.0000,NO
650,194.0000,2995.0000,22488.0000,15.4381,115.9175,3399.7577,2766.6804,-415.9897,0.9714,YES
651,2.0000,1003.0000,218.0000,501.5000,109.0000,0.5000,0.0000,0.0000,1.2732,NO
652,1.0000,515.0000,109.0000,515.0000,109.0000,0.0000,0.0000,0.0000,0.0000,NO
653,1.0000,1231.0000,109.0000,1231.0000,109.0000,0.0000,0.0000,0.0000,0.0000,NO
654,6.0000,5793.0000,664.0000,965.5000,110.6667,5.5000,1.3333,0.0000,0.8385,NO
655,1.0000,1060.0000,110.0000,1060.0000,110.0000,0.0000,0.0000,0.0000,0.0000,NO
656,4.0000,2052.0000,446.0000,513.0000,111.5000,2.0000,1.0000,-1.0000,0.8488,NO
657,1.0000,215.0000,112.0000,215.0000,112.0000,0.0000,0.0000,0.0000,0.0000,NO
658,2.0000,1300.0000,225.0000,650.0000,112.5000,0.0000,0.5000,0.0000,1.2732,NO
659,1.0000,833.0000,112.0000,833.0000,112.0000,0.0000,0.0000,0.0000,0.0000,NO
660,43.0000,40790.0000,4972.0000,948.6047,115.6279,174.2791,140.0465,-22.3256,0.9362,YES
661,2.0000,936.0000,227.0000,468.0000,113.5000,0.0000,0.5000,0.0000,1.2732,NO
662,2.0000,1689.0000,230.0000,844.5000,115.0000,0.5000,0.0000,0.0000,1.2732,NO
663,1.0000,96.0000,116.0000,96.0000,116.0000,0.0000,0.0000,0.0000,0.0000,NO
664,2.0000,938.0000,233.0000,469.0000,116.5000,0.0000,0.5000,0.0000,1.2732,NO
665,1.0000,1183.0000,117.0000,1183.0000,117.0000,0.0000,0.0000,0.0000,0.0000,NO
666,119.0000,136903.0000,14696.0000,1150.4454,123.4958,1629.3950,835.7479,56.7227,0.9143,YES
667,2.0000,2369.0000,236.0000,1184.5000,118.0000,0.5000,0.0000,0.0000,1.2732,NO
668,49.0000,35025.0000,5997.0000,714.7959,122.3878,267.9592,141.6327,6.8776,0.9330,YES
669,1.0000,832.0000,119.0000,832.0000,119.0000,0.0000,0.0000,0.0000,0.0000,NO
670,1.0000,561.0000,120.0000,561.0000,120.0000,0.0000,0.0000,0.0000,0.0000,NO
671,118.0000,67079.0000,14968.0000,568.4661,126.8475,1689.3644,827.2542,137.3898,0.8806,YES
672,5.0000,3366.0000,606.0000,673.2000,121.2000,2.8000,2.8000,-2.2000,0.7105,NO
673,2.0000,1390.0000,241.0000,695.0000,120.5000,0.0000,0.5000,0.0000,1.2732,NO
674,3.0000,1553.0000,367.0000,517.6667,122.3333,0.6667,0.6667,0.3333,1.0743,NO
675,60.0000,42178.0000,7545.0000,702.9667,125.7500,377.9333,223.2500,21.5000,0.9531,YES
676,1.0000,976.0000,122.0000,976.0000,122.0000,0.0000,0.0000,0.0000,0.0000,NO
677,1.0000,471.0000,123.0000,471.0000,123.0000,0.0000,0.0000,0.0000,0.0000,NO
678,69.0000,71291.0000,8753.0000,1033.2029,126.8551,583.1594,262.5507,-57.9710,0.8960,YES
679,4.0000,82.0000,498.0000,20.5000,124.5000,1.0000,1.0000,0.0000,1.2732,NO
680,1.0000,423.0000,124.0000,423.0000,124.0000,0.0000,0.0000,0.0000,0.0000,NO
681,258.0000,7514.0000,34662.0000,29.1240,134.3488,21132.0310,6392.6047,9430.8372,0.3849,NO
682,1.0000,424.0000,125.0000,424.0000,125.0000,0.0000,0.0000,0.0000,0.0000,NO
683,1.0000,512.0000,125.0000,512.0000,125.0000,0.0000,0.0000,0.0000,0.0000,NO
684,1.0000,925.0000,126.0000,925.0000,126.0000,0.0000,0.0000,0.0000,0.0000,NO
685,1.0000,408.0000,127.0000,408.0000,127.0000,0.0000,0.0000,0.0000,0.0000,NO
686,1.0000,478.0000,127.0000,478.0000,127.0000,0.0000,0.0000,0.0000,0.0000,NO
687,1.0000,503.0000,127.0000,503.0000,127.0000,0.0000,0.0000,0.0000,0.0000,NO
688,1.0000,632.0000,127.0000,632.0000,127.0000,0.0000,0.0000,0.0000,0.0000,NO
689,1.0000,735.0000,127.0000,735.0000,127.0000,0.0000,0.0000,0.0000,0.0000,NO
690,1.0000,799.0000,127.0000,799.0000,127.0000,0.0000,0.0000,0.0000,0.0000,NO
691,4.0000,1668.0000,515.0000,417.0000,128.7500,2.0000,0.7500,0.0000,0.9260,NO
692,3.0000,2242.0000,385.0000,747.3333,128.3333,0.6667,0.6667,-0.3333,1.0743,NO
693,7.0000,7695.0000,899.0000,1099.2857,128.4286,7.4286,1.7143,-0.8571,0.8530,NO
694,1.0000,442.0000,129.0000,442.0000,129.0000,0.0000,0.0000,0.0000,0.0000,NO
695,2.0000,902.0000,259.0000,451.0000,129.5000,0.0000,0.5000,0.0000,1.2732,NO
696,1.0000,419.0000,130.0000,419.0000,130.0000,0.0000,0.0000,0.0000,0.0000,NO
697,4.0000,1736.0000,522.0000,434.0000,130.5000,2.0000,1.0000,1.0000,0.8488,NO
698,2.0000,886.0000,261.0000,443.0000,130.5000,0.0000,0.5000,0.0000,1.2732,NO
699,1.0000,674.0000,130.0000,674.0000,130.0000,0.0000,0.0000,0.0000,0.0000,NO
700,2.0000,1491.0000,260.0000,745.5000,130.0000,0.5000,0.0000,0.0000,1.2732,NO
701,7.0000,8066.0000,915.0000,1152.2857,130.7143,7.4286,3.4286,-3.4286,0.7183,NO
702,1.0000,421.0000,131.0000,421.0000,131.0000,0.0000,0.0000,0.0000,0.0000,NO
703,3.0000,1355.0000,395.0000,451.6667,131.6667,0.6667,0.6667,-0.3333,1.0743,NO
704,6.0000,3124.0000,799.0000,520.6667,133.1667,1.3333,6.8333,1.3333,0.7016,NO
705,2.0000,1367.0000,264.0000,683.5000,132.0000,0.5000,0.0000,0.0000,1.2732,NO
706,2.0000,1510.0000,265.0000,755.0000,132.5000,0.0000,0.5000,0.0000,1.2732,NO
707,2.0000,896.0000,267.0000,448.0000,133.5000,0.0000,0.5000,0.0000,1.2732,NO
708,1.0000,453.0000,133.0000,453.0000,133.0000,0.0000,0.0000,0.0000,0.0000,NO
709,66.0000,35011.0000,9708.0000,530.4697,147.0909,162.4394,2505.4545,279.1818,0.2599,NO
710,1.0000,610.0000,133.0000,610.0000,133.0000,0.0000,0.0000,0.0000,0.0000,NO
711,2.0000,1496.0000,267.0000,748.0000,133.5000,0.0000,0.5000,0.0000,1.2732,NO
712,2.0000,1648.0000,267.0000,824.0000,133.5000,0.0000,0.5000,0.0000,1.2732,NO
713,3.0000,3565.0000,400.0000,1188.3333,133.3333,0.6667,0.6667,-0.3333,1.0743,NO
714,9.0000,4613.0000,1221.0000,512.5556,135.6667,12.2222,14.0000,10.6667,0.4916,NO
715,2.0000,1086.0000,269.0000,543.0000,134.5000,0.0000,0.5000,0.0000,1.2732,NO
716,1.0000,575.0000,134.0000,575.0000,134.0000,0.0000,0.0000,0.0000,0.0000,NO
717,4.0000,3451.0000,541.0000,862.7500,135.2500,0.7500,2.7500,-0.7500,0.7276,NO
718,693.0000,690820.0000,99459.0000,996.8543,143.5195,136364.2799,16660.9870,-2188.5325,0.4995,NO
719,3.0000,3297.0000,402.0000,1099.0000,134.0000,2.0000,0.0000,0.0000,0.7162,NO
720,4.0000,4614.0000,536.0000,1153.5000,134.0000,5.0000,0.0000,0.0000,0.5093,NO
721,1.0000,445.0000,135.0000,445.0000,135.0000,0.0000,0.0000,0.0000,0.0000,NO
722,4.0000,1798.0000,544.0000,449.5000,136.0000,1.0000,2.0000,1.0000,0.8488,NO
723,3.0000,1619.0000,406.0000,539.6667,135.3333,0.6667,0.6667,0.3333,1.0743,NO
724,1.0000,642.0000,135.0000,642.0000,135.0000,0.0000,0.0000,0.0000,0.0000,NO
725,1.0000,702.0000,135.0000,702.0000,135.0000,0.0000,0.0000,0.0000,0.0000,NO
726,2.0000,609.0000,272.0000,304.5000,136.0000,0.5000,0.0000,0.0000,1.2732,NO
727,1.0000,357.0000,136.0000,357.0000,136.0000,0.0000,0.0000,0.0000,0.0000,NO
728,3.0000,1506.0000,411.0000,502.0000,137.0000,0.0000,2.0000,0.0000,0.7162,NO
729,1.0000,522.0000,136.0000,522.0000,136.0000,0.0000,0.0000,0.0000,0.0000,NO
730,1.0000,544.0000,136.0000,544.0000,136.0000,0.0000,0.0000,0.0000,0.0000,NO
731,2.0000,1220.0000,273.0000,610.0000,136.5000,0.0000,0.5000,0.0000,1.2732,NO
732,2.0000,1248.0000,273.0000,624.0000,136.5000,0.0000,0.5000,0.0000,1.2732,NO
733,1.0000,711.0000,136.0000,711.0000,136.0000,0.0000,0.0000,0.0000,0.0000,NO
734,1.0000,718.0000,136.0000,718.0000,136.0000,0.0000,0.0000,0.0000,0.0000,NO
735,1.0000,738.0000,136.0000,738.0000,136.0000,0.0000,0.0000,0.0000,0.0000,NO
736,2.0000,2014.0000,273.0000,1007.0000,136.5000,0.0000,0.5000,0.0000,1.2732,NO
737,2.0000,1082.0000,275.0000,541.0000,137.5000,0.0000,0.5000,0.0000,1.2732,NO
738,3.0000,2581.0000,412.0000,860.3333,137.3333,0.6667,0.6667,-0.3333,1.0743,NO
739,1.0000,876.0000,137.0000,876.0000,137.0000,0.0000,0.0000,0.0000,0.0000,NO
740,140.0000,157406.0000,20359.0000,1124.3286,145.4214,980.8857,3380.1357,189.6143,0.7153,NO
741,66.0000,75121.0000,9379.0000,1138.1970,142.1061,362.4394,434.2576,116.6212,0.8702,YES
742,1.0000,1180.0000,137.0000,1180.0000,137.0000,0.0000,0.0000,0.0000,0.0000,NO
743,1.0000,1184.0000,137.0000,1184.0000,137.0000,0.0000,0.0000,0.0000,0.0000,NO
744,1.0000,443.0000,138.0000,443.0000,138.0000,0.0000,0.0000,0.0000,0.0000,NO
745,118.0000,53879.0000,17704.0000,456.6017,150.0339,4014.2797,6245.8644,4613.5932,0.2160,NO
746,2.0000,926.0000,277.0000,463.0000,138.5000,0.0000,0.5000,0.0000,1.2732,NO
747,2.0000,1016.0000,277.0000,508.0000,138.5000,0.0000,0.5000,0.0000,1.2732,NO
748,7.0000,3629.0000,984.0000,518.4286,140.5714,1.7143,17.7143,4.2857,0.4014,NO
749,2.0000,1042.0000,277.0000,521.0000,138.5000,0.0000,0.5000,0.0000,1.2732,NO
750,2.0000,1749.0000,276.0000,874.5000,138.0000,0.5000,0.0000,0.0000,1.2732,NO
751,1.0000,732.0000,139.0000,732.0000,139.0000,0.0000,0.0000,0.0000,0.0000,NO
752,1.0000,859.0000,139.0000,859.0000,139.0000,0.0000,0.0000,0.0000,0.0000,NO
753,18.0000,15637.0000,2546.0000,868.7222,141.4444,103.6111,48.4444,-65.7778,0.3391,NO
754,2.0000,615.0000,280.0000,307.5000,140.0000,0.5000,0.0000,0.0000,1.2732,NO
755,1.0000,417.0000,140.0000,417.0000,140.0000,0.0000,0.0000,0.0000,0.0000,NO
756,1.0000,423.0000,140.0000,423.0000,140.0000,0.0000,0.0000,0.0000,0.0000,NO
757,2.0000,1048.0000,281.0000,524.0000,140.5000,0.0000,0.5000,0.0000,1.2732,NO
758,1.0000,542.0000,140.0000,542.0000,140.0000,0.0000,0.0000,0.0000,0.0000,NO
759,1.0000,550.0000,140.0000,550.0000,140.0000,0.0000,0.0000,0.0000,0.0000,NO
760,1.0000,552.0000,140.0000,552.0000,140.0000,0.0000,0.0000,0.0000,0.0000,NO
761,3.0000,2332.0000,421.0000,777.3333,140.3333,0.6667,0.6667,-0.3333,1.0743,NO
762,3.0000,2573.0000,422.0000,857.6667,140.6667,0.6667,0.6667,-0.3333,1.0743,NO
763,249.0000,271545.0000,36863.0000,1090.5422,148.0442,9483.8072,3672.5141,2626.0361,0.7500,YES
764,3.0000,668.0000,425.0000,222.6667,141.6667,0.6667,0.6667,-0.3333,1.0743,NO
765,3.0000,1079.0000,424.0000,359.6667,141.3333,0.6667,0.6667,0.3333,1.0743,NO
766,1.0000,465.0000,141.0000,465.0000,141.0000,0.0000,0.0000,0.0000,0.0000,NO
767,1.0000,522.0000,141.0000,522.0000,141.0000,0.0000,0.0000,0.0000,0.0000,NO
768,6.0000,3291.0000,858.0000,548.5000,143.0000,1.5000,10.0000,3.0000,0.4982,NO
769,2.0000,1568.0000,283.0000,784.0000,141.5000,0.0000,0.5000,0.0000,1.2732,NO
770,1.0000,854.0000,141.0000,854.0000,141.0000,0.0000,0.0000,0.0000,0.0000,NO
771,3.0000,939.0000,426.0000,313.0000,142.0000,2.0000,0.0000,0.0000,0.7162,NO
772,3.0000,1106.0000,427.0000,368.6667,142.3333,0.6667,0.6667,0.3333,1.0743,NO
773,1.0000,446.0000,142.0000,446.0000,142.0000,0.0000,0.0000,0.0000,0.0000,NO
774,1.0000,853.0000,142.0000,853.0000,142.0000,0.0000,0.0000,0.0000,0.0000,NO
775,2.0000,1712.0000,285.0000,856.0000,142.5000,0.0000,0.5000,0.0000,1.2732,NO
776,1.0000,862.0000,142.0000,862.0000,142.0000,0.0000,0.0000,0.0000,0.0000,NO
777,8.0000,7004.0000,1144.0000,875.5000,143.0000,22.0000,4.0000,-8.0000,0.3918,NO
778,1.0000,466.0000,143.0000,466.0000,143.0000,0.0000,0.0000,0.0000,0.0000,NO
779,2.0000,1018.0000,287.0000,509.0000,143.5000,0.0000,0.5000,0.0000,1.2732,NO
780,22.0000,11763.0000,3251.0000,534.6818,147.7727,18.7727,121.8636,26.4091,0.5477,NO
781,2.0000,1552.0000,287.0000,776.0000,143.5000,0.0000,0.5000,0.0000,1.2732,NO
782,1.0000,780.0000,143.0000,780.0000,143.0000,0.0000,0.0000,0.0000,0.0000,NO
783,2.0000,1566.0000,287.0000,783.0000,143.5000,0.0000,0.5000,0.0000,1.2732,NO
784,1.0000,812.0000,143.0000,812.0000,143.0000,0.0000,0.0000,0.0000,0.0000,NO
785,1.0000,852.0000,143.0000,852.0000,143.0000,0.0000,0.0000,0.0000,0.0000,NO
786,1.0000,861.0000,143.0000,861.0000,143.0000,0.0000,0.0000,0.0000,0.0000,NO
787,1.0000,270.0000,144.0000,270.0000,144.0000,0.0000,0.0000,0.0000,0.0000,NO
788,2.0000,723.0000,288.0000,361.5000,144.0000,0.5000,0.0000,0.0000,1.2732,NO
789,1.0000,467.0000,144.0000,467.0000,144.0000,0.0000,0.0000,0.0000,0.0000,NO
790,68.0000,35607.0000,10333.0000,523.6324,151.9559,335.8088,874.8676,89.8971,0.6079,NO
791,1.0000,542.0000,144.0000,542.0000,144.0000,0.0000,0.0000,0.0000,0.0000,NO
792,8.0000,4371.0000,1166.0000,546.3750,145.7500,3.8750,11.5000,3.7500,0.6625,NO
793,1.0000,553.0000,144.0000,553.0000,144.0000,0.0000,0.0000,0.0000,0.0000,NO
794,1.0000,759.0000,144.0000,759.0000,144.0000,0.0000,0.0000,0.0000,0.0000,NO
795,4.0000,3044.0000,582.0000,761.0000,145.5000,0.0000,5.0000,0.0000,0.5093,NO
796,1.0000,779.0000,144.0000,779.0000,144.0000,0.0000,0.0000,0.0000,0.0000,NO
797,1.0000,810.0000,144.0000,810.0000,144.0000,0.0000,0.0000,0.0000,0.0000,NO
798,1.0000,851.0000,144.0000,851.0000,144.0000,0.0000,0.0000,0.0000,0.0000,NO
799,2.0000,1719.0000,288.0000,859.5000,144.0000,0.5000,0.0000,0.0000,1.2732,NO
800,2.0000,535.0000,290.0000,267.5000,145.0000,0.5000,0.0000,0.0000,1.2732,NO
801,1.0000,363.0000,145.0000,363.0000,145.0000,0.0000,0.0000,0.0000,0.0000,NO
802,1.0000,366.0000,145.0000,366.0000,145.0000,0.0000,0.0000,0.0000,0.0000,NO
803,1.0000,448.0000,145.0000,448.0000,145.0000,0.0000,0.0000,0.0000,0.0000,NO
804,2.0000,1022.0000,291.0000,511.0000,145.5000,0.0000,0.5000,0.0000,1.2732,NO
805,3.0000,1555.0000,436.0000,518.3333,145.3333,0.6667,0.6667,-0.3333,1.0743,NO
806,1.0000,523.0000,145.0000,523.0000,145.0000,0.0000,0.0000,0.0000,0.0000,NO
807,1.0000,543.0000,145.0000,543.0000,145.0000,0.0000,0.0000,0.0000,0.0000,NO
808,11.0000,6127.0000,1620.0000,557.0000,147.2727,6.0000,28.1818,3.0000,0.5634,NO
809,1.0000,797.0000,145.0000,797.0000,145.0000,0.0000,0.0000,0.0000,0.0000,NO
810,11.0000,9405.0000,1617.0000,855.0000,147.0000,38.0000,20.0000,-26.0000,0.3320,NO
811,2.0000,899.0000,292.0000,449.5000,146.0000,0.5000,0.0000,0.0000,1.2732,NO
812,1.0000,468.0000,146.0000,468.0000,146.0000,0.0000,0.0000,0.0000,0.0000,NO
813,2.0000,1130.0000,293.0000,565.0000,146.5000,0.0000,0.5000,0.0000,1.2732,NO
814,1.0000,775.0000,146.0000,775.0000,146.0000,0.0000,0.0000,0.0000,0.0000,NO
815,1.0000,782.0000,146.0000,782.0000,146.0000,0.0000,0.0000,0.0000,0.0000,NO
816,1.0000,793.0000,146.0000,793.0000,146.0000,0.0000,0.0000,0.0000,0.0000,NO
817,4.0000,3452.0000,586.0000,863.0000,146.5000,2.0000,1.0000,-1.0000,0.8488,NO
818,19.0000,16627.0000,2815.0000,875.1053,148.1579,161.7895,32.5263,-63.3158,0.2957,NO
819,2.0000,1775.0000,292.0000,887.5000,146.0000,0.5000,0.0000,0.0000,1.2732,NO
820,37.0000,35617.0000,5547.0000,962.6216,149.9189,214.7027,94.7568,-9.1351,0.7041,NO
821,1.0000,1191.0000,146.0000,1191.0000,146.0000,0.0000,0.0000,0.0000,0.0000,NO
822,3.0000,692.0000,442.0000,230.6667,147.3333,0.6667,0.6667,0.3333,1.0743,NO
823,1.0000,270.0000,147.0000,270.0000,147.0000,0.0000,0.0000,0.0000,0.0000,NO
824,4.0000,1616.0000,589.0000,404.0000,147.2500,2.0000,0.7500,0.0000,0.9260,NO
825,1.0000,451.0000,147.0000,451.0000,147.0000,0.0000,0.0000,0.0000,0.0000,NO
826,1.0000,469.0000,147.0000,469.0000,147.0000,0.0000,0.0000,0.0000,0.0000,NO
827,3.0000,2310.0000,444.0000,770.0000,148.0000,0.0000,2.0000,0.0000,0.7162,NO
828,1.0000,1190.0000,147.0000,1190.0000,147.0000,0.0000,0.0000,0.0000,0.0000,NO
829,2.0000,2385.0000,294.0000,1192.5000,147.0000,0.5000,0.0000,0.0000,1.2732,NO
830,1.0000,284.0000,148.0000,284.0000,148.0000,0.0000,0.0000,0.0000,0.0000,NO
831,2.0000,1004.0000,297.0000,502.0000,148.5000,0.0000,0.5000,0.0000,1.2732,NO
832,1.0000,512.0000,148.0000,512.0000,148.0000,0.0000,0.0000,0.0000,0.0000,NO
833,1.0000,543.0000,148.0000,543.0000,148.0000,0.0000,0.0000,0.0000,0.0000,NO
834,4.0000,2194.0000,596.0000,548.5000,149.0000,1.0000,2.0000,-1.0000,0.8488,NO
835,1.0000,861.0000,148.0000,861.0000,148.0000,0.0000,0.0000,0.0000,0.0000,NO
836,1.0000,883.0000,148.0000,883.0000,148.0000,0.0000,0.0000,0.0000,0.0000,NO
837,1.0000,1191.0000,148.0000,1191.0000,148.0000,0.0000,0.0000,0.0000,0.0000,NO
838,1.0000,271.0000,149.0000,271.0000,149.0000,0.0000,0.0000,0.0000,0.0000,NO
839,1.0000,513.0000,149.0000,513.0000,149.0000,0.0000,0.0000,0.0000,0.0000,NO
840,1.0000,516.0000,149.0000,516.0000,149.0000,0.0000,0.0000,0.0000,0.0000,NO
841,1.0000,544.0000,149.0000,544.0000,149.0000,0.0000,0.0000,0.0000,0.0000,NO
842,4.0000,3524.0000,598.0000,881.0000,149.5000,2.0000,1.0000,-1.0000,0.8488,NO
843,1.0000,895.0000,149.0000,895.0000,149.0000,0.0000,0.0000,0.0000,0.0000,NO
844,2.0000,2379.0000,298.0000,1189.5000,149.0000,0.5000,0.0000,0.0000,1.2732,NO
845,725.0000,131597.0000,115703.0000,181.5131,159.5903,110085.1255,16825.3324,4997.3917,0.6592,NO
846,5.0000,2259.0000,756.0000,451.8000,151.2000,2.8000,2.8000,2.2000,0.7105,NO
847,1.0000,514.0000,150.0000,514.0000,150.0000,0.0000,0.0000,0.0000,0.0000,NO
848,2.0000,1035.0000,300.0000,517.5000,150.0000,0.5000,0.0000,0.0000,1.2732,NO
849,7.0000,3884.0000,1063.0000,554.8571,151.8571,4.8571,6.8571,3.8571,0.6657,NO
850,13.0000,10022.0000,1977.0000,770.9231,152.0769,24.9231,14.9231,-12.9231,0.6750,NO
851,1.0000,851.0000,150.0000,851.0000,150.0000,0.0000,0.0000,0.0000,0.0000,NO
852,1.0000,856.0000,150.0000,856.0000,150.0000,0.0000,0.0000,0.0000,0.0000,NO
853,3.0000,1079.0000,454.0000,359.6667,151.3333,0.6667,0.6667,0.3333,1.0743,NO
854,1.0000,375.0000,151.0000,375.0000,151.0000,0.0000,0.0000,0.0000,0.0000,NO
855,1.0000,515.0000,151.0000,515.0000,151.0000,0.0000,0.0000,0.0000,0.0000,NO
856,6.0000,3237.0000,915.0000,539.5000,152.5000,1.5000,5.5000,1.5000,0.8185,NO
857,1.0000,545.0000,151.0000,545.0000,151.0000,0.0000,0.0000,0.0000,0.0000,NO
858,2.0000,1098.0000,303.0000,549.0000,151.5000,0.0000,0.5000,0.0000,1.2732,NO
859,1.0000,559.0000,151.0000,559.0000,151.0000,0.0000,0.0000,0.0000,0.0000,NO
860,1.0000,777.0000,151.0000,777.0000,151.0000,0.0000,0.0000,0.0000,0.0000,NO
861,1.0000,780.0000,151.0000,780.0000,151.0000,0.0000,0.0000,0.0000,0.0000,NO
862,1.0000,840.0000,151.0000,840.0000,151.0000,0.0000,0.0000,0.0000,0.0000,NO
863,28.0000,23572.0000,4346.0000,841.8571,155.2143,213.4286,212.7143,-204.1429,0.2928,NO
864,19.0000,16148.0000,2943.0000,849.8947,154.8947,145.7895,143.7895,-140.2105,0.1984,NO
865,5.0000,4337.0000,757.0000,867.4000,151.4000,5.2000,1.2000,-1.8000,0.6217,NO
866,1.0000,875.0000,151.0000,875.0000,151.0000,0.0000,0.0000,0.0000,0.0000,NO
867,12.0000,6227.0000,1857.0000,518.9167,154.7500,6.9167,28.2500,8.7500,0.6517,NO
868,19.0000,10351.0000,2944.0000,544.7895,154.9474,57.1579,62.9474,52.7895,0.4784,NO
869,1.0000,565.0000,152.0000,565.0000,152.0000,0.0000,0.0000,0.0000,0.0000,NO
870,20.0000,15509.0000,3111.0000,775.4500,155.5500,60.9500,90.9500,-60.9500,0.4191,NO
871,5.0000,3912.0000,762.0000,782.4000,152.4000,5.2000,1.2000,-1.8000,0.6217,NO
872,1.0000,848.0000,152.0000,848.0000,152.0000,0.0000,0.0000,0.0000,0.0000,NO
873,1.0000,872.0000,152.0000,872.0000,152.0000,0.0000,0.0000,0.0000,0.0000,NO
874,2.0000,2029.0000,304.0000,1014.5000,152.0000,0.5000,0.0000,0.0000,1.2732,NO
875,1.0000,361.0000,153.0000,361.0000,153.0000,0.0000,0.0000,0.0000,0.0000,NO
876,1.0000,466.0000,153.0000,466.0000,153.0000,0.0000,0.0000,0.0000,0.0000,NO
877,15.0000,7719.0000,2333.0000,514.6000,155.5333,19.6000,43.7333,22.2000,0.5654,NO
878,1.0000,537.0000,153.0000,537.0000,153.0000,0.0000,0.0000,0.0000,0.0000,NO
879,1.0000,550.0000,153.0000,550.0000,153.0000,0.0000,0.0000,0.0000,0.0000,NO
880,5.0000,3201.0000,771.0000,640.2000,154.2000,2.8000,2.8000,-2.2000,0.7105,NO
881,1.0000,871.0000,153.0000,871.0000,153.0000,0.0000,0.0000,0.0000,0.0000,NO
882,1.0000,360.0000,154.0000,360.0000,154.0000,0.0000,0.0000,0.0000,0.0000,NO
883,1.0000,780.0000,154.0000,780.0000,154.0000,0.0000,0.0000,0.0000,0.0000,NO
884,2.0000,1737.0000,308.0000,868.5000,154.0000,0.5000,0.0000,0.0000,1.2732,NO
885,2.0000,57.0000,310.0000,28.5000,155.0000,0.5000,0.0000,0.0000,1.2732,NO
886,1.0000,364.0000,155.0000,364.0000,155.0000,0.0000,0.0000,0.0000,0.0000,NO
887,2.0000,1074.0000,311.0000,537.0000,155.5000,0.0000,0.5000,0.0000,1.2732,NO
888,1.0000,552.0000,155.0000,552.0000,155.0000,0.0000,0.0000,0.0000,0.0000,NO
889,2.0000,1536.0000,311.0000,768.0000,155.5000,0.0000,0.5000,0.0000,1.2732,NO
890,2.0000,1731.0000,310.0000,865.5000,155.0000,0.5000,0.0000,0.0000,1.2732,NO
891,1.0000,284.0000,156.0000,284.0000,156.0000,0.0000,0.0000,0.0000,0.0000,NO
892,1.0000,456.0000,156.0000,456.0000,156.0000,0.0000,0.0000,0.0000,0.0000,NO
893,1.0000,553.0000,156.0000,553.0000,156.0000,0.0000,0.0000,0.0000,0.0000,NO
894,3.0000,1792.0000,470.0000,597.3333,156.6667,0.6667,0.6667,0.3333,1.0743,NO
895,2.0000,1216.0000,313.0000,608.0000,156.5000,0.0000,0.5000,0.0000,1.2732,NO
896,1.0000,625.0000,156.0000,625.0000,156.0000,0.0000,0.0000,0.0000,0.0000,NO
897,13.0000,10169.0000,2055.0000,782.2308,158.0769,24.3077,32.9231,-22.2308,0.4700,NO
898,2.0000,1727.0000,312.0000,863.5000,156.0000,0.5000,0.0000,0.0000,1.2732,NO
899,2.0000,1760.0000,313.0000,880.0000,156.5000,0.0000,0.5000,0.0000,1.2732,NO
900,4.0000,4159.0000,625.0000,1039.7500,156.2500,2.7500,0.7500,-0.7500,0.7276,NO
901,1.0000,469.0000,157.0000,469.0000,157.0000,0.0000,0.0000,0.0000,0.0000,NO
902,7.0000,3714.0000,1116.0000,530.5714,159.4286,3.7143,13.7143,5.2857,0.4475,NO
903,5.0000,2682.0000,791.0000,536.4000,158.2000,1.2000,2.8000,0.6000,0.9947,NO
904,4.0000,2218.0000,632.0000,554.5000,158.0000,1.0000,2.0000,1.0000,0.8488,NO
905,4.0000,2522.0000,630.0000,630.5000,157.5000,1.0000,1.0000,0.0000,1.2732,NO
906,1.0000,780.0000,157.0000,780.0000,157.0000,0.0000,0.0000,0.0000,0.0000,NO
907,2.0000,1723.0000,314.0000,861.5000,157.0000,0.5000,0.0000,0.0000,1.2732,NO
908,1.0000,250.0000,158.0000,250.0000,158.0000,0.0000,0.0000,0.0000,0.0000,NO
909,32.0000,15164.0000,5267.0000,473.8750,164.5938,175.5000,591.7188,306.3750,0.2124,NO
910,2.0000,1103.0000,316.0000,551.5000,158.0000,0.5000,0.0000,0.0000,1.2732,NO
911,1.0000,599.0000,158.0000,599.0000,158.0000,0.0000,0.0000,0.0000,0.0000,NO
912,2.0000,1719.0000,316.0000,859.5000,158.0000,0.5000,0.0000,0.0000,1.2732,NO
913,1.0000,895.0000,158.0000,895.0000,158.0000,0.0000,0.0000,0.0000,0.0000,NO
914,3.0000,1403.0000,478.0000,467.6667,159.3333,0.6667,0.6667,0.3333,1.0743,NO
915,4.0000,2081.0000,640.0000,520.2500,160.0000,0.7500,2.0000,0.0000,0.9260,NO
