ID,m00,m10,m01,cx,cy,mu20,mu02,mu11,Circularity,IsCircleLike
1908,1.0000,770.0000,214.0000,770.0000,214.0000,0.0000,0.0000,0.0000,0.0000,NO
1909,1.0000,788.0000,214.0000,788.0000,214.0000,0.0000,0.0000,0.0000,0.0000,NO
1910,3.0000,2374.0000,643.0000,791.3333,214.3333,0.6667,0.6667,-0.3333,1.0743,NO
1911,42.0000,33236.0000,9297.0000,791.3333,221.3571,945.3333,665.6429,-775.0000,0.1743,NO
1912,1.0000,488.0000,215.0000,488.0000,215.0000,0.0000,0.0000,0.0000,0.0000,NO
1913,3.0000,1500.0000,645.0000,500.0000,215.0000,2.0000,0.0000,0.0000,0.7162,NO
1914,1.0000,512.0000,215.0000,512.0000,215.0000,0.0000,0.0000,0.0000,0.0000,NO
1915,1.0000,514.0000,215.0000,514.0000,215.0000,0.0000,0.0000,0.0000,0.0000,NO
1916,1.0000,521.0000,215.0000,521.0000,215.0000,0.0000,0.0000,0.0000,0.0000,NO
1917,1.0000,539.0000,215.0000,539.0000,215.0000,0.0000,0.0000,0.0000,0.0000,NO
1918,7.0000,3796.0000,1516.0000,542.2857,216.5714,3.4286,5.7143,0.8571,0.8530,NO
1919,1.0000,544.0000,215.0000,544.0000,215.0000,0.0000,0.0000,0.0000,0.0000,NO
1920,1.0000,609.0000,215.0000,609.0000,215.0000,0.0000,0.0000,0.0000,0.0000,NO
1921,54.0000,33341.0000,12548.0000,617.4259,232.3704,191.2037,3838.5926,-704.5185,0.1152,NO
1922,4.0000,2528.0000,866.0000,632.0000,216.5000,0.0000,5.0000,0.0000,0.5093,NO
1923,1.0000,640.0000,215.0000,640.0000,215.0000,0.0000,0.0000,0.0000,0.0000,NO
1924,5.0000,3285.0000,1085.0000,657.0000,217.0000,0.0000,10.0000,0.0000,0.3979,NO
1925,1.0000,659.0000,215.0000,659.0000,215.0000,0.0000,0.0000,0.0000,0.0000,NO
1926,2.0000,1346.0000,431.0000,673.0000,215.5000,0.0000,0.5000,0.0000,1.2732,NO
1927,11.0000,7426.0000,2413.0000,675.0909,219.3636,0.9091,84.5455,-1.3636,0.2254,NO
1928,4.0000,2724.0000,866.0000,681.0000,216.5000,0.0000,5.0000,0.0000,0.5093,NO
1929,3.0000,2134.0000,646.0000,711.3333,215.3333,0.6667,0.6667,-0.3333,1.0743,NO
1930,24.0000,17299.0000,5275.0000,720.7917,219.7917,185.9583,209.9583,-188.0417,0.2315,NO
1931,20.0000,14657.0000,4364.0000,732.8500,218.2000,78.5500,77.2000,-64.4000,0.4087,NO
1932,2.0000,1481.0000,430.0000,740.5000,215.0000,0.5000,0.0000,0.0000,1.2732,NO
1933,1.0000,754.0000,215.0000,754.0000,215.0000,0.0000,0.0000,0.0000,0.0000,NO
1934,2.0000,1567.0000,430.0000,783.5000,215.0000,0.5000,0.0000,0.0000,1.2732,NO
1935,1.0000,467.0000,216.0000,467.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1936,13.0000,6288.0000,2849.0000,483.6923,219.1538,36.7692,31.6923,10.6154,0.3929,NO
1937,9.0000,4482.0000,1968.0000,498.0000,218.6667,8.0000,18.0000,3.0000,0.4958,NO
1938,5.0000,2553.0000,1082.0000,510.6000,216.4000,5.2000,1.2000,1.8000,0.6217,NO
1939,1.0000,513.0000,216.0000,513.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1940,2.0000,1031.0000,432.0000,515.5000,216.0000,0.5000,0.0000,0.0000,1.2732,NO
1941,1.0000,540.0000,216.0000,540.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1942,2.0000,1091.0000,432.0000,545.5000,216.0000,0.5000,0.0000,0.0000,1.2732,NO
1943,1.0000,549.0000,216.0000,549.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1944,1.0000,552.0000,216.0000,552.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1945,1.0000,560.0000,216.0000,560.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1946,1.0000,566.0000,216.0000,566.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1947,2.0000,1164.0000,433.0000,582.0000,216.5000,0.0000,0.5000,0.0000,1.2732,NO
1948,2.0000,1184.0000,433.0000,592.0000,216.5000,0.0000,0.5000,0.0000,1.2732,NO
1949,2.0000,1192.0000,433.0000,596.0000,216.5000,0.0000,0.5000,0.0000,1.2732,NO
1950,4.0000,2608.0000,870.0000,652.0000,217.5000,0.0000,5.0000,0.0000,0.5093,NO
1951,1.0000,660.0000,216.0000,660.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1952,1.0000,689.0000,216.0000,689.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1953,1.0000,705.0000,216.0000,705.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1954,1.0000,715.0000,216.0000,715.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1955,1.0000,731.0000,216.0000,731.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1956,7.0000,5231.0000,1521.0000,747.2857,217.2857,7.4286,7.4286,-6.5714,0.5249,NO
1957,12.0000,9021.0000,2628.0000,751.7500,219.0000,10.2500,34.0000,-13.0000,0.5179,NO
1958,14.0000,10890.0000,3039.0000,777.8571,217.0714,65.7143,14.9286,-22.8571,0.3868,NO
1959,25.0000,19633.0000,5492.0000,785.3200,219.6800,251.4400,87.4400,-117.4400,0.2935,NO
1960,1.0000,790.0000,216.0000,790.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1961,2.0000,1587.0000,432.0000,793.5000,216.0000,0.5000,0.0000,0.0000,1.2732,NO
1962,1.0000,813.0000,216.0000,813.0000,216.0000,0.0000,0.0000,0.0000,0.0000,NO
1963,1.0000,474.0000,217.0000,474.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1964,1.0000,477.0000,217.0000,477.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1965,1.0000,488.0000,217.0000,488.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1966,1.0000,500.0000,217.0000,500.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1967,1.0000,514.0000,217.0000,514.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1968,1.0000,517.0000,217.0000,517.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1969,1.0000,547.0000,217.0000,547.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1970,1.0000,550.0000,217.0000,550.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1971,10.0000,5553.0000,2189.0000,555.3000,218.9000,16.1000,18.9000,14.3000,0.4547,NO
1972,3.0000,1684.0000,652.0000,561.3333,217.3333,0.6667,0.6667,-0.3333,1.0743,NO
1973,4.0000,2269.0000,872.0000,567.2500,218.0000,0.7500,2.0000,0.0000,0.9260,NO
1974,1.0000,572.0000,217.0000,572.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1975,4.0000,2294.0000,872.0000,573.5000,218.0000,1.0000,2.0000,-1.0000,0.8488,NO
1976,3.0000,1761.0000,654.0000,587.0000,218.0000,0.0000,2.0000,0.0000,0.7162,NO
1977,3.0000,1800.0000,654.0000,600.0000,218.0000,0.0000,2.0000,0.0000,0.7162,NO
1978,2.0000,1218.0000,435.0000,609.0000,217.5000,0.0000,0.5000,0.0000,1.2732,NO
1979,1.0000,647.0000,217.0000,647.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1980,2.0000,1336.0000,435.0000,668.0000,217.5000,0.0000,0.5000,0.0000,1.2732,NO
1981,3.0000,2049.0000,654.0000,683.0000,218.0000,0.0000,2.0000,0.0000,0.7162,NO
1982,6.0000,4222.0000,1315.0000,703.6667,219.1667,1.3333,10.8333,-2.6667,0.4709,NO
1983,5.0000,3564.0000,1090.0000,712.8000,218.0000,2.8000,2.0000,-1.0000,0.8289,NO
1984,29.0000,21037.0000,6516.0000,725.4138,224.6897,149.0345,456.2069,-243.2759,0.2212,NO
1985,44.0000,32338.0000,9956.0000,734.9545,226.2727,567.9091,1224.7273,-762.4545,0.1719,NO
1986,1.0000,758.0000,217.0000,758.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1987,1.0000,785.0000,217.0000,785.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1988,1.0000,792.0000,217.0000,792.0000,217.0000,0.0000,0.0000,0.0000,0.0000,NO
1989,2.0000,1611.0000,434.0000,805.5000,217.0000,0.5000,0.0000,0.0000,1.2732,NO
1990,2.0000,1879.0000,434.0000,939.5000,217.0000,0.5000,0.0000,0.0000,1.2732,NO
1991,1.0000,475.0000,218.0000,475.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
1992,2.0000,957.0000,436.0000,478.5000,218.0000,0.5000,0.0000,0.0000,1.2732,NO
1993,2.0000,979.0000,436.0000,489.5000,218.0000,0.5000,0.0000,0.0000,1.2732,NO
1994,6.0000,3017.0000,1309.0000,502.8333,218.1667,10.8333,0.8333,-0.8333,0.4911,NO
1995,1.0000,513.0000,218.0000,513.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
1996,11.0000,5684.0000,2415.0000,516.7273,219.5455,32.1818,6.7273,8.6364,0.4949,NO
1997,1.0000,518.0000,218.0000,518.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
1998,3.0000,1637.0000,655.0000,545.6667,218.3333,0.6667,0.6667,0.3333,1.0743,NO
1999,1.0000,548.0000,218.0000,548.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
2000,6.0000,3315.0000,1314.0000,552.5000,219.0000,5.5000,4.0000,4.0000,0.6031,NO
2001,1.0000,563.0000,218.0000,563.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
2002,1.0000,579.0000,218.0000,579.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
2003,1.0000,581.0000,218.0000,581.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
2004,2.0000,1236.0000,437.0000,618.0000,218.5000,0.0000,0.5000,0.0000,1.2732,NO
2005,1.0000,645.0000,218.0000,645.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
2006,21.0000,13880.0000,4732.0000,660.9524,225.3333,8.9524,384.6667,13.3333,0.1783,NO
2007,1.0000,688.0000,218.0000,688.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
2008,4.0000,2760.0000,878.0000,690.0000,219.5000,0.0000,5.0000,0.0000,0.5093,NO
2009,2.0000,1396.0000,437.0000,698.0000,218.5000,0.0000,0.5000,0.0000,1.2732,NO
2010,1.0000,726.0000,218.0000,726.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
2011,1.0000,770.0000,218.0000,770.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
2012,1.0000,773.0000,218.0000,773.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
2013,1.0000,791.0000,218.0000,791.0000,218.0000,0.0000,0.0000,0.0000,0.0000,NO
2014,85.0000,67137.0000,19397.0000,789.8471,228.2000,5827.0118,3023.6000,-4072.4000,0.1299,NO
2015,1.0000,476.0000,219.0000,476.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2016,5.0000,2441.0000,1099.0000,488.2000,219.8000,2.8000,2.8000,2.2000,0.7105,NO
2017,1.0000,492.0000,219.0000,492.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2018,1.0000,537.0000,219.0000,537.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2019,1.0000,544.0000,219.0000,544.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2020,1.0000,549.0000,219.0000,549.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2021,12.0000,6770.0000,2660.0000,564.1667,221.6667,23.6667,36.6667,26.6667,0.3799,NO
2022,11.0000,6278.0000,2447.0000,570.7273,222.4545,10.1818,46.7273,18.3636,0.3384,NO
2023,4.0000,2298.0000,880.0000,574.5000,220.0000,1.0000,2.0000,-1.0000,0.8488,NO
2024,2.0000,1160.0000,439.0000,580.0000,219.5000,0.0000,0.5000,0.0000,1.2732,NO
2025,3.0000,1908.0000,660.0000,636.0000,220.0000,0.0000,2.0000,0.0000,0.7162,NO
2026,1.0000,709.0000,219.0000,709.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2027,1.0000,725.0000,219.0000,725.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2028,1.0000,749.0000,219.0000,749.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2029,1.0000,759.0000,219.0000,759.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2030,1.0000,769.0000,219.0000,769.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2031,1.0000,772.0000,219.0000,772.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2032,1.0000,810.0000,219.0000,810.0000,219.0000,0.0000,0.0000,0.0000,0.0000,NO
2033,1.0000,477.0000,220.0000,477.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2034,1.0000,493.0000,220.0000,493.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2035,14.0000,7071.0000,3117.0000,505.0714,222.6429,22.9286,33.2143,21.3571,0.5556,NO
2036,1.0000,512.0000,220.0000,512.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2037,383.0000,211868.0000,93296.0000,553.1802,243.5927,28542.5692,32150.4595,25064.1044,0.3847,NO
2038,1.0000,545.0000,220.0000,545.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2039,1.0000,547.0000,220.0000,547.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2040,1.0000,550.0000,220.0000,550.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2041,1.0000,558.0000,220.0000,558.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2042,1.0000,568.0000,220.0000,568.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2043,2.0000,1156.0000,441.0000,578.0000,220.5000,0.0000,0.5000,0.0000,1.2732,NO
2044,2.0000,1166.0000,441.0000,583.0000,220.5000,0.0000,0.5000,0.0000,1.2732,NO
2045,2.0000,1202.0000,441.0000,601.0000,220.5000,0.0000,0.5000,0.0000,1.2732,NO
2046,2.0000,1292.0000,441.0000,646.0000,220.5000,0.0000,0.5000,0.0000,1.2732,NO
2047,3.0000,2040.0000,663.0000,680.0000,221.0000,0.0000,2.0000,0.0000,0.7162,NO
2048,1.0000,682.0000,220.0000,682.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2049,4.0000,2748.0000,882.0000,687.0000,220.5000,2.0000,1.0000,-1.0000,0.8488,NO
2050,1.0000,708.0000,220.0000,708.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2051,4.0000,2842.0000,884.0000,710.5000,221.0000,1.0000,2.0000,-1.0000,0.8488,NO
2052,1.0000,724.0000,220.0000,724.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2053,1.0000,745.0000,220.0000,745.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2054,1.0000,748.0000,220.0000,748.0000,220.0000,0.0000,0.0000,0.0000,0.0000,NO
2055,2.0000,1515.0000,440.0000,757.5000,220.0000,0.5000,0.0000,0.0000,1.2732,NO
2056,20.0000,15402.0000,4450.0000,770.1000,222.5000,125.8000,53.0000,-66.0000,0.3561,NO
2057,12.0000,9660.0000,2658.0000,805.0000,221.5000,68.0000,15.0000,-30.0000,0.2761,NO
2058,2.0000,949.0000,442.0000,474.5000,221.0000,0.5000,0.0000,0.0000,1.2732,NO
2059,8.0000,3825.0000,1778.0000,478.1250,222.2500,10.8750,3.5000,2.7500,0.7086,NO
2060,1.0000,492.0000,221.0000,492.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2061,4.0000,1984.0000,886.0000,496.0000,221.5000,2.0000,1.0000,1.0000,0.8488,NO
2062,1.0000,501.0000,221.0000,501.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2063,5.0000,2573.0000,1107.0000,514.6000,221.4000,5.2000,1.2000,1.8000,0.6217,NO
2064,1.0000,521.0000,221.0000,521.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2065,1.0000,548.0000,221.0000,548.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2066,1.0000,551.0000,221.0000,551.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2067,1.0000,559.0000,221.0000,559.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2068,1.0000,576.0000,221.0000,576.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2069,2.0000,1162.0000,443.0000,581.0000,221.5000,0.0000,0.5000,0.0000,1.2732,NO
2070,1.0000,597.0000,221.0000,597.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2071,5.0000,3085.0000,1115.0000,617.0000,223.0000,0.0000,10.0000,0.0000,0.3979,NO
2072,6.0000,3918.0000,1341.0000,653.0000,223.5000,0.0000,17.5000,0.0000,0.3274,NO
2073,3.0000,2091.0000,666.0000,697.0000,222.0000,0.0000,2.0000,0.0000,0.7162,NO
2074,6.0000,4206.0000,1334.0000,701.0000,222.3333,2.0000,5.3333,0.0000,0.7813,NO
2075,1.0000,713.0000,221.0000,713.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2076,1.0000,723.0000,221.0000,723.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2077,1.0000,744.0000,221.0000,744.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2078,1.0000,747.0000,221.0000,747.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2079,1.0000,756.0000,221.0000,756.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2080,1.0000,762.0000,221.0000,762.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2081,1.0000,765.0000,221.0000,765.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2082,1.0000,778.0000,221.0000,778.0000,221.0000,0.0000,0.0000,0.0000,0.0000,NO
2083,1.0000,388.0000,222.0000,388.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2084,1.0000,490.0000,222.0000,490.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2085,1.0000,493.0000,222.0000,493.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2086,1.0000,500.0000,222.0000,500.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2087,1.0000,502.0000,222.0000,502.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2088,1.0000,518.0000,222.0000,518.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2089,1.0000,523.0000,222.0000,523.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2090,1.0000,528.0000,222.0000,528.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2091,6.0000,3300.0000,1341.0000,550.0000,223.5000,4.0000,5.5000,4.0000,0.6031,NO
2092,1.0000,553.0000,222.0000,553.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2093,1.0000,558.0000,222.0000,558.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2094,1.0000,561.0000,222.0000,561.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2095,4.0000,2300.0000,894.0000,575.0000,223.5000,0.0000,5.0000,0.0000,0.5093,NO
2096,3.0000,1905.0000,669.0000,635.0000,223.0000,0.0000,2.0000,0.0000,0.7162,NO
2097,3.0000,1977.0000,669.0000,659.0000,223.0000,0.0000,2.0000,0.0000,0.7162,NO
2098,2.0000,1378.0000,445.0000,689.0000,222.5000,0.0000,0.5000,0.0000,1.2732,NO
2099,2.0000,1382.0000,445.0000,691.0000,222.5000,0.0000,0.5000,0.0000,1.2732,NO
2100,1.0000,705.0000,222.0000,705.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2101,3.0000,2164.0000,667.0000,721.3333,222.3333,0.6667,0.6667,-0.3333,1.0743,NO
2102,1.0000,729.0000,222.0000,729.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2103,1.0000,736.0000,222.0000,736.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2104,4.0000,2968.0000,890.0000,742.0000,222.5000,2.0000,1.0000,-1.0000,0.8488,NO
2105,1.0000,746.0000,222.0000,746.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2106,2.0000,1506.0000,445.0000,753.0000,222.5000,0.0000,0.5000,0.0000,1.2732,NO
2107,1.0000,755.0000,222.0000,755.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2108,1.0000,759.0000,222.0000,759.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2109,1.0000,764.0000,222.0000,764.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2110,2.0000,1553.0000,444.0000,776.5000,222.0000,0.5000,0.0000,0.0000,1.2732,NO
2111,3.0000,2354.0000,668.0000,784.6667,222.6667,0.6667,0.6667,-0.3333,1.0743,NO
2112,1.0000,809.0000,222.0000,809.0000,222.0000,0.0000,0.0000,0.0000,0.0000,NO
2113,1.0000,468.0000,223.0000,468.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2114,2.0000,972.0000,447.0000,486.0000,223.5000,0.0000,0.5000,0.0000,1.2732,NO
2115,4.0000,1966.0000,896.0000,491.5000,224.0000,1.0000,2.0000,1.0000,0.8488,NO
2116,1.0000,494.0000,223.0000,494.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2117,1.0000,498.0000,223.0000,498.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2118,1.0000,501.0000,223.0000,501.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2119,5.0000,2567.0000,1118.0000,513.4000,223.6000,5.2000,1.2000,1.8000,0.6217,NO
2120,2.0000,1038.0000,447.0000,519.0000,223.5000,0.0000,0.5000,0.0000,1.2732,NO
2121,1.0000,521.0000,223.0000,521.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2122,3.0000,1582.0000,671.0000,527.3333,223.6667,0.6667,0.6667,0.3333,1.0743,NO
2123,1.0000,529.0000,223.0000,529.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2124,1.0000,531.0000,223.0000,531.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2125,1.0000,552.0000,223.0000,552.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2126,1.0000,556.0000,223.0000,556.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2127,1.0000,559.0000,223.0000,559.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2128,1.0000,562.0000,223.0000,562.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2129,3.0000,1899.0000,672.0000,633.0000,224.0000,0.0000,2.0000,0.0000,0.7162,NO
2130,1.0000,699.0000,223.0000,699.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2131,1.0000,703.0000,223.0000,703.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2132,1.0000,709.0000,223.0000,709.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2133,2.0000,1460.0000,447.0000,730.0000,223.5000,0.0000,0.5000,0.0000,1.2732,NO
2134,1.0000,735.0000,223.0000,735.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2135,5.0000,3722.0000,1122.0000,744.4000,224.4000,1.2000,5.2000,-1.8000,0.6217,NO
2136,2.0000,1496.0000,447.0000,748.0000,223.5000,0.0000,0.5000,0.0000,1.2732,NO
2137,5.0000,3750.0000,1122.0000,750.0000,224.4000,2.0000,3.2000,0.0000,0.7652,NO
2138,29.0000,21827.0000,6644.0000,752.6552,229.1034,328.5517,336.6897,-322.9655,0.2012,NO
2139,5.0000,3807.0000,1116.0000,761.4000,223.2000,5.2000,0.8000,-0.4000,0.6631,NO
2140,1.0000,766.0000,223.0000,766.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2141,1.0000,775.0000,223.0000,775.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2142,1.0000,807.0000,223.0000,807.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2143,1.0000,921.0000,223.0000,921.0000,223.0000,0.0000,0.0000,0.0000,0.0000,NO
2144,1.0000,463.0000,224.0000,463.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2145,1.0000,465.0000,224.0000,465.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2146,1.0000,469.0000,224.0000,469.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2147,1.0000,481.0000,224.0000,481.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2148,1.0000,483.0000,224.0000,483.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2149,1.0000,495.0000,224.0000,495.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2150,1.0000,499.0000,224.0000,499.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2151,22.0000,11109.0000,4989.0000,504.9545,226.7727,138.9545,33.8636,32.7727,0.4457,NO
2152,2.0000,1019.0000,448.0000,509.5000,224.0000,0.5000,0.0000,0.0000,1.2732,NO
2153,2.0000,1047.0000,448.0000,523.5000,224.0000,0.5000,0.0000,0.0000,1.2732,NO
2154,1.0000,530.0000,224.0000,530.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2155,1.0000,532.0000,224.0000,532.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2156,1.0000,553.0000,224.0000,553.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2157,3.0000,1672.0000,674.0000,557.3333,224.6667,0.6667,0.6667,0.3333,1.0743,NO
2158,1.0000,560.0000,224.0000,560.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2159,4.0000,2254.0000,900.0000,563.5000,225.0000,1.0000,2.0000,1.0000,0.8488,NO
2160,1.0000,708.0000,224.0000,708.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2161,1.0000,720.0000,224.0000,720.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2162,6.0000,4398.0000,1353.0000,733.0000,225.5000,4.0000,5.5000,-4.0000,0.6031,NO
2163,1.0000,752.0000,224.0000,752.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2164,1.0000,754.0000,224.0000,754.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2165,25.0000,19229.0000,5722.0000,769.1600,228.8800,79.3600,152.6400,-87.5200,0.4288,NO
2166,1.0000,777.0000,224.0000,777.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2167,2.0000,1585.0000,448.0000,792.5000,224.0000,0.5000,0.0000,0.0000,1.2732,NO
2168,2.0000,1611.0000,448.0000,805.5000,224.0000,0.5000,0.0000,0.0000,1.2732,NO
2169,1.0000,1055.0000,224.0000,1055.0000,224.0000,0.0000,0.0000,0.0000,0.0000,NO
2170,1.0000,466.0000,225.0000,466.0000,225.0000,0.0000,0.0000,0.0000,0.0000,NO
2171,1.0000,470.0000,225.0000,470.0000,225.0000,0.0000,0.0000,0.0000,0.0000,NO
2172,2.0000,948.0000,451.0000,474.0000,225.5000,0.0000,0.5000,0.0000,1.2732,NO
2173,1.0000,482.0000,225.0000,482.0000,225.0000,0.0000,0.0000,0.0000,0.0000,NO
2174,1.0000,484.0000,225.0000,484.0000,225.0000,0.0000,0.0000,0.0000,0.0000,NO
2175,1.0000,487.0000,225.0000,487.0000,225.0000,0.0000,0.0000,0.0000,0.0000,NO
2176,3.0000,1489.0000,677.0000,496.3333,225.6667,0.6667,0.6667,0.3333,1.0743,NO
